sentence,hotel_name,Sentiment,review_topic
 i was really impressed despite the number of people at the restaurant,Eko Hotel,positive,Event and Conference Spaces
i also used the spa facility and the service was very good,Eko Hotel,positive,Excellent Service and Hospitality
 the staff were professional and had a very good experience,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
i really enjoyed myself lodging there,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 excellent customer and room services,Eko Hotel,positive,Excellent Service and Hospitality
 dishes were of international standard,Eko Hotel,neutral,Room Quality and Standards
 spectacular scenes to behold from the roof top bar and pool side,Eko Hotel,positive,Beautiful Views and Dining Experiences
 the atmosphere is cool and serene with good country music to nod and dance to,Eko Hotel,positive,Delightful Food and Home-like Feel
 a nice place to be!!!,Eko Hotel,positive,Serene Environment
good enough,Eko Hotel,positive,Event and Conference Spaces
 not brilliant amd services are going down steadily,Eko Hotel,negative,Excellent Service and Hospitality
i attended the àṣàkẹ́ concert and wizkid/ big wiz concerts,Eko Hotel,neutral,Event and Conference Spaces
facilities were good,Eko Hotel,positive,Excellent Service and Hospitality
eko hotel has good service but their facilities are showing their age,Eko Hotel,positive,Excellent Service and Hospitality
 i like the way their housekeeping clean and arrange the room without attempting to pick at your personal belongings,Eko Hotel,positive,Room Quality and Standards
 the food tastes good and with broad variety,Eko Hotel,positive,Delightful Food and Home-like Feel
very spacious,Eko Hotel,neutral,Event and Conference Spaces
 enough parking space and the convention center is super huge,Eko Hotel,positive,Event and Conference Spaces
"beautiful place, same as when i first visited with my father 43 years ago as a child",Eko Hotel,positive,Leisure and Relaxation
 it brought back so many memories,Eko Hotel,neutral,Leisure and Relaxation
 how on earth did they manage to keep up the quality?,Eko Hotel,neutral,Event and Conference Spaces
"is nice, but too expensis than what we're seeing jare",Eko Hotel,positive,Leisure and Relaxation
"one of nigerias best places you can think of having your business meetings, events, luxury vacations and tour",Eko Hotel,positive,Serene Environment
" it's classy, highly and professional services, luxury and more",Eko Hotel,positive,Serene Environment
"it was a lovely and wonderful experience, i had fun",Eko Hotel,positive,Beautiful Views and Dining Experiences
a great place for premium hotel services,Eko Hotel,positive,Excellent Service and Hospitality
pros:-the grounds are beautiful with large parking space- easily accessible and located in the business district in vicons:- the standard room of the original eko hotel is very basic,Eko Hotel,positive,Room Quality and Standards
 eko signatures is newer with better facilities- the road leading to the hotel is prone to congestion at peak periods- hotel can be quite rowdy during events or conferences which could pose a safety/ security challenge especially for families with little kids,Eko Hotel,positive,Event and Conference Spaces
"i was confused at first but immediately u asked a security guard, he directed me to the conference hall perfectly",Eko Hotel,positive,Event and Conference Spaces
resort-style hotel(s) and building with varying levels(per price/luxury),Eko Hotel,neutral,Serene Environment
 eko hotel signature is the top tier,Eko Hotel,positive,Room Quality and Standards
couple of different restaurants and a bar on site with indoor and outdoor sitting by the pool(cabana) available,Eko Hotel,neutral,Beautiful Views and Dining Experiences
 pricey though,Eko Hotel,neutral,Excellent Service and Hospitality
holds lots of concerts and parties with popular artists,Eko Hotel,positive,Event and Conference Spaces
best pastries in the area,Eko Hotel,positive,Serene Environment
eko hotel signature- not a fan of their limited breakfast,Eko Hotel,negative,Delightful Food and Home-like Feel
" staff such as michael, bukky are a great resource",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
"staff are generally polite and professional, but lebanese managers are bullies- screams, yells at the staff",Eko Hotel,negative,Welcoming Staff and Comfortable Stay
"general manager on site notified of abuse of staff multiple times, but doesn’t seem to care",Eko Hotel,positive,Excellent Service and Hospitality
 i guess a norm here,Eko Hotel,neutral,Room Quality and Standards
"maintenance of bathrooms, showers is a struggle, stains and leakage",Eko Hotel,negative,Room Quality and Standards
proper management may help,Eko Hotel,positive,Delightful Food and Home-like Feel
overall- surrounding is safe and lively,Eko Hotel,positive,Beautiful Views and Dining Experiences
one of the best in lagos if you want something top notch and have got the cash to spend,Eko Hotel,positive,Leisure and Relaxation
"recommend this hotel to anyone that has 💰 🤑 💸 💲 🪙 💶, you will enjoy every bit of it, trust me, this hotel is the best",Eko Hotel,positive,Serene Environment
i was at an event,Eko Hotel,neutral,Event and Conference Spaces
 didn't lodge,Eko Hotel,neutral,Leisure and Relaxation
the hall was good for the event and the setup was top notch,Eko Hotel,positive,Event and Conference Spaces
could be a bit clumsy to locate the restroom tho,Eko Hotel,neutral,Welcoming Staff and Comfortable Stay
it's an old hotel but well maintained,Eko Hotel,positive,Room Quality and Standards
 i love the pool area especially,Eko Hotel,positive,Beautiful Views and Dining Experiences
 the water is so clean and clear that one can see the hotel's logo at the bottom,Eko Hotel,positive,Leisure and Relaxation
i heard a lot about this hotel but finally had the privilege to visit,Eko Hotel,positive,Leisure and Relaxation
 unfortunately i didn't stay so i cannot give an accurate picture of the experience,Eko Hotel,negative,Leisure and Relaxation
" however, from a visiting guest perspective, the hotel seemed rowdy because visitors like me can swing by and grab food and drinks",Eko Hotel,positive,Delightful Food and Home-like Feel
 i will review this hotel again with photos when i stay as a guest soon,Eko Hotel,neutral,Leisure and Relaxation
excellent experience but you need to pay parking,Eko Hotel,positive,Excellent Service and Hospitality
nice and spacious hotel,Eko Hotel,positive,Event and Conference Spaces
 location is close to the business hub,Eko Hotel,neutral,Serene Environment
 both the hectic traffic situation can be a challenge during rush hours,Eko Hotel,positive,Leisure and Relaxation
nice place for a conference,Eko Hotel,positive,Event and Conference Spaces
i didn't have a good time in the toilet tho,Eko Hotel,negative,Leisure and Relaxation
"beautiful, grand and exquisite! this place is indeed worth the 5-star rating and hype",Eko Hotel,positive,Excellent Service and Hospitality
beautiful scenery and carefully built structures/architecture; the place is well secured in the heart of victoria island,Eko Hotel,positive,Serene Environment
" with multiple ballrooms and halls for events, there's a constant flow of people - local and international - going and coming",Eko Hotel,neutral,Event and Conference Spaces
"the rooms are clean, very comfortable, can take advantage of the location to walk to dinner, check out a couple galleries, and have drinks",Eko Hotel,positive,Leisure and Relaxation
 it's great,Eko Hotel,positive,Serene Environment
 service top notch as always,Eko Hotel,positive,Excellent Service and Hospitality
" bed comfort can not be beaten, and the staff are amazing, they go over and beyond to help make our stay enjoyable",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 i highly recommend this hotel for anyone visiting lagos regardless of the price per day,Eko Hotel,positive,Leisure and Relaxation
 it's a nice place in general,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
"eko hotel & suites is well conducive environment , spacious , located in a conducive atmosphere",Eko Hotel,positive,Serene Environment
"to be sincere i have only been passing outside this place and hearing about it alone not on till now, it's really an amazing place to be although i have visited a lot of big hotels i think this is one among my top rated, very professional staff very free and ventilated areas fantastic eye catching environment, with much big and high important guests 😁 they are lot to talk about but i don't think it's necessary see it for ur self just love the treatment they if you have ur money but if not ehhm i think maybe u just want to collect wototo 😁🤣💯",Eko Hotel,positive,Event and Conference Spaces
i loved the ambiance of the place and the serene environment 😁😁,Eko Hotel,positive,Serene Environment
"this is a good place for adults to party, but  it is not really safe too because the pool is wide opened   no fence  around",Eko Hotel,negative,Delightful Food and Home-like Feel
"   i went there last saturday and a child's birthday was holding right beside the pool , with children that couldn't all swim and the chocking part is that they had a giant balloon that kept entering the pool",Eko Hotel,neutral,Beautiful Views and Dining Experiences
