sentence,hotel_name,Sentiment
"  if you're not familiar with the area, then just use bolt or uber",Hotel A,neutral
could do with some maintenance,Hotel A,neutral
outside walls seem to need some paint,Hotel A,neutral
it's a beautiful place for event and relaxation,Hotel A,positive
"firstly, let me make mention of how this place is really big, beautiful and has a homely/ welcoming environment",Hotel A,positive
" the edifice is quite old but that didn’t limit its magnificence!you could lose your way if you don’t have a proper direction!let’s talk about the buffet service! a buffet graced with local and intercontinental dishes! lots to eat! desserts, full course meal etc",Hotel A,negative
you should visit here! 😉,Hotel A,neutral
the folks at sky bar knocked it out of the park for my 60th birthday celebration,Hotel A,neutral
" working with my wife they pulled off an amazing, delicious dinner with perfect service",Hotel A,positive
 thanks for a wonderful experience ,Hotel A,positive
a beautiful place to be,Hotel A,positive
 very organized,Hotel A,neutral
"5-star hotel with all facilities in the highbrow area of lagos, close to the atlantic ocean",Hotel A,neutral
great experience,Hotel A,positive
" good service, great conference facility, enjoyed my stay",Hotel A,positive
high price for average hotel,Hotel A,neutral
 i guess that is how it is on vi,Hotel A,neutral
 amenities and restaurant are nice though,Hotel A,positive
the state of this hotel is good,Hotel A,positive
 so good,Hotel A,positive
" the bed is so comfortable, you might want to sleep forever",Hotel A,positive
" the service, i know you paying but they act like they love their customers",Hotel A,positive
 the food is nice,Hotel A,positive
"they have a nice setup, lights everywhere, good space",Hotel A,positive
"the place is really expensive, except you a foreigner",Hotel A,neutral
then the pool is quite shallow,Hotel A,neutral
 i love pools  so this was a down for me,Hotel A,positive
"beautiful, great customer service, well organized with various beautiful buildings and grades of lodging, from the presidential suites, the signature building, the eko gardens, the main building and so much more",Hotel A,positive
 a very secure area also,Hotel A,positive
" beautiful poolside, decorated magical pathways, a lovely park for kids, a gymn with beauty/massage area, sauna, spa, etc",Hotel A,positive
 wonderful food with both international and local cuisines,Hotel A,positive
attended a dinner reception,Hotel A,neutral
 the food was very nice,Hotel A,positive
it's a very nice place to visit,Hotel A,positive
"it's a nice beautiful place, tranquil settings and spacious parking lots",Hotel A,positive
" in addition, there is a presence of a bar and swimming pool facilities",Hotel A,neutral
" the rooms are of various standards, from single studio room to 2beds rooms with modern furniture and fittings, wifi and room service availability",Hotel A,neutral
 it's a good choice for anyone who wants something very premium and stylish,Hotel A,positive
always an awesome experience whenever i visit here,Hotel A,positive
 nice one,Hotel A,positive
is a serenity in totality to house your business and social activities,Hotel A,neutral
"gorgeous hotel, great sights, comfortable beds, excellent service, 24/7 electricity and awesome food",Hotel A,positive
the food is quite expensive though,Hotel A,neutral
there are different levels of rooms according to your budget level of course,Hotel A,neutral
they have some rooms with a sea view,Hotel A,neutral
"loved their salon, pool area and rooftop restaurant",Hotel A,positive
one has to book ahead of time before coming because they always have weekend events in their many halls,Hotel A,neutral
i guess i would call this the queen of hotels in this axis of the world,Hotel A,neutral
 everything and persons here are in sync with each other - that touch of excellence,Hotel A,positive
"meat, smells nice, attractive, relaxing",Hotel A,positive
 the list goes on,Hotel A,neutral
 its worth every dime spent,Hotel A,positive
fantastick place with great environment and food,Hotel A,positive
npmcn is holding its annual ascaf at the iconic eko hotels & suites,Hotel A,neutral
 it is 5-star facility one of the leading ones in lagos,Hotel A,neutral
"service and facilities are expectantly good, although the charges are high also",Hotel A,positive
its location in victoria island makes it a challenge for those coming from the airport in ikeja as one can get held up in traffic,Hotel A,positive
lodging is fantastic and the event halls are good too,Hotel A,positive
 location is strategic but the traffic on very busy days can be frustrating,Hotel A,negative
"eko hotel has lost its prestige! was totally disappointed this past december to see the calibre of people flooding in there to say the least! the toilets are a nightmare!the rooms!!!! don’t get me started on the rooms!the staff especially the stupid security personnel that “supposedly” gives access to the lifts to get to the rooms are incorrigible, rude, totally mannerless and unhelpful to say the least!not worth it, except that it’s in the heart of v",Hotel A,negative
i and accessible to all the hotspots in the city,Hotel A,neutral
"i went for the #budxlagos at eko convention center and the security right from the main gate is top notch, everything is amazing",Hotel A,positive
 just so you know the entrance gate is different from the exit gate🥺🥺,Hotel A,neutral
 carry your jackets along☺️☺️,Hotel A,positive
"great service, though for ostentatious people",Hotel A,positive
good place to lodge and for organizing events,Hotel A,positive
had the privilege of attending the design fashion africa show and after party,Hotel A,positive
"  the hotel facilities, halls, clubs spaces, and parking is exactly what you would expect at a 5-star hotel but l was still impressed",Hotel A,positive
  the show was amazing and my congratulations to the winner of top designer!,Hotel A,positive
"it's beautiful, amazing, the style there is exquisite",Hotel A,positive
" the environment is relaxing, makes you just wanna lie down",Hotel A,positive
 the overall aesthetic is pleasing to the senses,Hotel A,positive
the ecosystem is really nice,Hotel A,positive
" their buffet is astonishing and i would really love to visit there again, the place should actually be rated 5 bcs i don't see any errors",Hotel A,positive
 it is a place worth driving to,Hotel A,positive
